nutrient,hs_code,importer_code,importer,source_code,source,year,value_usd,qty_kg,source_is_african
Phosphatic fertilisers (P),3103,508,Mozambique,716,Zimbabwe,2023,1000.0,2571.0,True
Phosphatic fertilisers (P),3103,516,Namibia,528,Netherlands,2023,2871.956,712.0,False
Phosphatic fertilisers (P),3103,516,Namibia,710,South Africa,2023,117689.63,116970.0,True
Phosphatic fertilisers (P),3103,562,Niger,504,Morocco,2023,1683217.799,3159000.0,True
Phosphatic fertilisers (P),3103,562,Niger,566,Nigeria,2023,11592.414,59000.0,True
Phosphatic fertilisers (P),3103,566,Nigeria,100,Bulgaria,2023,95072.271,100320.0,False
Phosphatic fertilisers (P),3103,566,Nigeria,699,India,2023,1739.412,14.13,False
Phosphatic fertilisers (P),3103,566,Nigeria,724,Spain,2023,6005998.201,nan,False
Phosphatic fertilisers (P),3103,678,Sao Tome and Principe,276,Germany,2023,217969.56,200000.0,False
Phosphatic fertilisers (P),3103,678,Sao Tome and Principe,418,Lao People's Dem. Rep.,2023,110.195,11.5,False
Phosphatic fertilisers (P),3103,678,Sao Tome and Principe,620,Portugal,2023,88.156,20.0,False
Phosphatic fertilisers (P),3103,686,Senegal,380,Italy,2023,6973.419,4050.0,False
Phosphatic fertilisers (P),3103,686,Senegal,710,South Africa,2023,12318.648,25.0,True
Phosphatic fertilisers (P),3103,686,Senegal,724,Spain,2023,64571.046,21590.0,False
Phosphatic fertilisers (P),3103,690,Seychelles,784,United Arab Emirates,2023,57393.464,37130.0,False
Phosphatic fertilisers (P),3103,710,South Africa,124,Canada,2023,2.873,2.31,False
Phosphatic fertilisers (P),3103,710,South Africa,156,China,2023,499935.985,1377005.8,False
Phosphatic fertilisers (P),3103,710,South Africa,376,Israel,2023,5198771.251,11690420.0,False
Phosphatic fertilisers (P),3103,710,South Africa,682,Saudi Arabia,2023,327097.514,483000.0,False
Phosphatic fertilisers (P),3103,710,South Africa,818,Egypt,2023,947085.135,2634047.0,True
Phosphatic fertilisers (P),3103,710,South Africa,842,USA,2023,345095.053,58642.9,False
Phosphatic fertilisers (P),3103,716,Zimbabwe,710,South Africa,2023,645595.83,1061768.0,True
Phosphatic fertilisers (P),3103,748,Eswatini,710,South Africa,2023,638142.48,1447424.0,True
Phosphatic fertilisers (P),3103,788,Tunisia,276,Germany,2023,36230.501,2444.0,False
Phosphatic fertilisers (P),3103,788,Tunisia,528,Netherlands,2023,256372.28,41652.0,False
Phosphatic fertilisers (P),3103,788,Tunisia,724,Spain,2023,15931.591,1000.0,False
Phosphatic fertilisers (P),3103,800,Uganda,156,China,2023,2849.52,1200.0,False
Phosphatic fertilisers (P),3103,800,Uganda,404,Kenya,2023,369.12,1690.0,True
Phosphatic fertilisers (P),3103,800,Uganda,458,Malaysia,2023,199935.0,201603.0,False
Phosphatic fertilisers (P),3103,800,Uganda,699,India,2023,5620.0,2795.0,False
Phosphatic fertilisers (P),3103,800,Uganda,818,Egypt,2023,309078.69,1277920.0,True
Phosphatic fertilisers (P),3103,800,Uganda,834,United Rep. of Tanzania,2023,66300.0,150000.0,True
Phosphatic fertilisers (P),3103,818,Egypt,156,China,2023,198401.367,392753.335,False
Phosphatic fertilisers (P),3103,818,Egypt,400,Jordan,2023,40021.191,86593.1,False
Phosphatic fertilisers (P),3103,818,Egypt,724,Spain,2023,131076.906,259478.515,False
Phosphatic fertilisers (P),3103,818,Egypt,842,USA,2023,57983.0,114782.559,False
Phosphatic fertilisers (P),3103,834,Tanzania,404,Kenya,2023,325812.35,458700.0,True
Phosphatic fertilisers (P),3103,854,Burkina Faso,466,Mali,2023,3856.099,40000.0,True
Phosphatic fertilisers (P),3103,854,Burkina Faso,566,Nigeria,2023,2200.697,25000.0,True
Phosphatic fertilisers (P),3103,854,Burkina Faso,792,Türkiye,2023,890.249,1200.0,False
Phosphatic fertilisers (P),3103,894,Zambia,508,Mozambique,2023,557767.921,545000.0,True
Phosphatic fertilisers (P),3103,894,Zambia,710,South Africa,2023,296746.993,209680.0,True
